subject,subjNum,condition,runNum,trial,playerNum,endowment,propReturned,returned,trialRT,optimal_choice,binned_trial_num
8,4008,1,1,13,3,5,0.25,5,2.312068988,10,2
8,4008,1,1,14,1,7.5,0.05,1.5,1.949863857,0,5
8,4008,1,1,15,2,10,0.35,14,1.616326017,10,6
8,4008,1,1,16,1,-1,0.1,-1,-1,0,6
8,4008,1,1,17,4,0,0.4,0,2.129536253,10,3
8,4008,1,1,18,3,10,0.25,10,1.040573035,10,3
8,4008,1,1,19,1,10,0,0,1.799163904,0,7
8,4008,1,1,20,4,10,0.2,8,2.091966633,0,4
8,4008,1,1,21,2,10,0.45,18,1.314129932,10,7
8,4008,1,1,22,3,7.5,0.35,10.5,1.868661449,10,4
8,4008,1,1,23,3,10,0.2,8,2.072626889,0,5
8,4008,1,1,24,3,10,0.15,6,1.032108985,0,6
8,4008,1,1,25,4,10,0.5,20,1.294964316,10,5
8,4008,1,1,26,3,10,0.15,6,1.459553614,0,7
8,4008,1,1,27,2,7.5,0.4,12,1.896134741,10,8
8,4008,1,1,28,1,0,0.2,0,1.412271847,0,8
8,4008,1,1,29,1,0,0,0,1.18486242,0,9
8,4008,1,1,30,4,-1,0.15,-1,-1,0,6
8,4008,1,2,31,1,-1,0.15,-1,-1,0,10
8,4008,1,2,32,3,10,0.3,12,1.120476472,10,8
8,4008,1,2,33,2,7.5,0.35,10.5,1.401995047,10,9
8,4008,1,2,34,1,7.5,0.05,1.5,2.68691029,0,11
8,4008,1,2,35,2,10,0.45,18,0.900392267,10,10
8,4008,1,2,36,4,10,0.25,10,2.042107946,10,7
8,4008,1,2,37,4,10,0.3,12,1.579800995,10,8
8,4008,1,2,38,3,10,0.25,10,1.464791891,10,9
8,4008,1,2,39,4,10,0.1,4,1.093253306,0,9
8,4008,1,2,40,3,10,0.3,12,1.381048236,10,10
8,4008,1,2,41,3,10,0.35,14,1.129943358,10,11
8,4008,1,2,42,3,-1,0.2,-1,-1,0,12
8,4008,1,2,43,4,10,0.05,2,1.50885483,0,10
8,4008,1,2,44,2,10,0.45,18,1.311233777,10,11
8,4008,1,2,45,2,-1,0.5,-1,-1,10,12
8,4008,1,2,46,3,10,0.25,10,1.358405662,10,13
8,4008,1,2,47,4,-1,0.35,-1,-1,10,11
8,4008,1,2,48,2,10,0.45,18,1.860813583,10,13
8,4008,1,2,49,4,-1,0.25,-1,-1,10,12
8,4008,1,2,50,3,10,0.25,10,1.408261474,10,14
8,4008,1,2,51,4,10,0,0,1.173123502,0,13
8,4008,1,2,52,4,-1,0.3,-1,-1,10,14
8,4008,1,2,53,1,0,0.15,0,0.976235366,0,12
8,4008,1,2,54,4,10,0.25,10,0.975333832,10,15
8,4008,1,2,55,2,10,0.5,20,1.117183174,10,14
8,4008,1,2,56,1,10,0.1,4,1.0017208,0,13
8,4008,1,2,57,2,10,0.5,20,2.673688248,10,15
8,4008,1,2,58,1,-1,0,-1,-1,0,14
8,4008,1,2,59,1,0,0,0,1.306192679,0,15
8,4008,1,2,60,3,10,0.2,8,0.970198,0,15
9,4009,1,1,1,4,0,0.25,0,2.152133742,10,1
9,4009,1,1,2,3,5,0.3,6,1.1433266,10,1
9,4009,1,1,3,1,7.5,0,0,1.467311827,0,1
9,4009,1,1,4,3,5,0.25,5,1.281222034,10,2
9,4009,1,1,5,1,0,0.05,0,1.425228083,0,2
9,4009,1,1,6,4,2.5,0.15,1.5,1.472662042,0,2
9,4009,1,1,7,4,7.5,0.35,10.5,1.492683848,10,3
9,4009,1,1,8,2,10,0.5,20,1.489791997,10,1
9,4009,1,1,9,4,5,0.3,6,1.370480821,10,4
9,4009,1,1,10,3,7.5,0.2,6,1.202804503,0,3
9,4009,1,1,11,3,5,0.25,5,1.782858319,10,4
9,4009,1,1,12,2,10,0.45,18,0.989330666,10,2
9,4009,1,1,13,2,10,0.5,20,0.879600186,10,3
9,4009,1,1,14,1,0,0,0,1.32700816,0,3
9,4009,1,1,15,2,10,0.45,18,1.055302504,10,4
9,4009,1,1,16,4,10,0.05,2,1.286340195,0,5
9,4009,1,1,17,2,10,0.45,18,0.98817466,10,5
9,4009,1,1,18,4,5,0,0,2.079547206,0,6
9,4009,1,1,19,3,7.5,0.35,10.5,1.640382648,10,5
9,4009,1,1,20,3,7.5,0.35,10.5,1.133608474,10,6
9,4009,1,1,21,2,10,0.5,20,1.099709526,10,6
9,4009,1,1,22,2,10,0.3,12,1.126855814,10,7
9,4009,1,1,23,1,0,0,0,1.068997197,0,4
9,4009,1,1,24,3,7.5,0.2,6,1.257164438,0,7
9,4009,1,1,25,4,2.5,0.5,5,2.325575162,10,7
9,4009,1,1,26,3,10,0.25,10,1.678276395,10,8
9,4009,1,1,27,2,10,0.5,20,0.916666454,10,8
9,4009,1,1,28,3,5,0.15,3,2.289019822,0,9
9,4009,1,1,29,1,2.5,0,0,1.094275559,0,5
9,4009,1,1,30,3,7.5,0.25,7.5,1.306941388,10,10
9,4009,1,2,31,4,2.5,0.4,4,1.229096722,10,8
9,4009,1,2,32,1,5,0.05,1,1.021805002,0,6
9,4009,1,2,33,3,7.5,0.3,9,0.976206772,10,11
9,4009,1,2,34,2,5,0.4,8,0.737686361,10,9
9,4009,1,2,35,2,10,0.4,16,1.027675722,10,10
9,4009,1,2,36,2,10,0.5,20,1.15068577,10,11
9,4009,1,2,37,2,10,0.45,18,1.757079526,10,12
9,4009,1,2,38,1,0,0,0,0.694429258,0,7
9,4009,1,2,39,1,5,0.15,3,1.66098614,0,8
9,4009,1,2,40,4,7.5,0.1,3,1.80446939,0,9
9,4009,1,2,41,4,5,0.45,9,1.411350425,10,10
9,4009,1,2,42,2,10,0.4,16,1.118067842,10,13
9,4009,1,2,43,4,5,0.2,4,2.203602344,0,11
9,4009,1,2,44,4,5,0.2,4,2.074128225,0,12
9,4009,1,2,45,3,7.5,0.2,6,1.234836809,0,12
9,4009,1,2,46,1,2.5,0.1,1,1.313974175,0,9
9,4009,1,2,47,3,2.5,0.25,2.5,1.86405629,10,13
9,4009,1,2,48,2,10,0.35,14,0.974970209,10,14
9,4009,1,2,49,3,2.5,0.3,3,1.72314494,10,14
9,4009,1,2,50,4,5,0.3,6,2.174147608,10,13
9,4009,1,2,51,4,2.5,0.25,2.5,1.257948181,10,14
9,4009,1,2,52,1,0,0.1,0,0.786835131,0,10
9,4009,1,2,53,2,7.5,0.35,10.5,2.377220279,10,15
9,4009,1,2,54,3,2.5,0.15,1.5,1.741002564,0,15
9,4009,1,2,55,1,0,0.05,0,0.882232092,0,11
9,4009,1,2,56,1,10,0.1,4,1.281638795,0,12
9,4009,1,2,57,1,2.5,0.05,0.5,2.063541852,0,13
9,4009,1,2,58,1,0,0.2,0,0.816900735,0,14
9,4009,1,2,59,1,0,0.15,0,0.717572235,0,15
9,4009,1,2,60,4,5,0.25,5,1.165759998,10,15
10,4010,1,1,1,2,-1,0.35,-1,-1,10,1
10,4010,1,1,2,2,2.5,0.4,4,0.733958819,10,2
10,4010,1,1,3,3,2.5,0.25,2.5,1.6452741,10,1
10,4010,1,1,4,4,2.5,0.05,0.5,2.529882081,0,1
10,4010,1,1,5,4,0,0.15,0,0.766217967,0,2
10,4010,1,1,6,2,5,0.4,8,2.376480282,10,3
10,4010,1,1,7,2,5,0.5,10,1.103862849,10,4
10,4010,1,1,8,4,0,0.4,0,1.332092707,10,3
10,4010,1,1,9,2,7.5,0.45,13.5,1.744204889,10,5
10,4010,1,1,10,4,0,0,0,1.287218402,0,4
10,4010,1,1,11,3,5,0.25,5,2.513144496,10,2
10,4010,1,1,12,4,0,0.25,0,0.972366526,10,5
10,4010,1,1,13,4,0,0.2,0,0.807942633,0,6
10,4010,1,1,14,1,2.5,0,0,2.201868146,0,1
10,4010,1,1,15,3,5,0.15,3,1.435324875,0,3
10,4010,1,1,16,2,7.5,0.45,13.5,1.930308084,10,6
10,4010,1,1,17,4,0,0.3,0,0.714226176,10,7
10,4010,1,1,18,3,0,0.2,0,0.800816103,0,4
10,4010,1,1,19,4,0,0.5,0,0.892946657,10,8
10,4010,1,1,20,1,0,0.1,0,0.799018284,0,2
10,4010,1,1,21,2,7.5,0.45,13.5,1.467243012,10,7
10,4010,1,1,22,3,0,0.25,0,1.298051474,10,5
10,4010,1,1,23,2,10,0.5,20,1.29380813,10,8
10,4010,1,1,24,1,0,0.05,0,0.849827242,0,3
10,4010,1,1,25,4,0,0.2,0,0.788031378,0,9
10,4010,1,1,26,4,0,0.3,0,0.761901498,10,10
10,4010,1,1,27,3,0,0.2,0,0.971486932,0,6
10,4010,1,1,28,3,0,0.25,0,0.83603027,10,7
10,4010,1,1,29,1,0,0.15,0,0.925294627,0,4
10,4010,1,1,30,1,0,0.05,0,1.07379364,0,5
10,4010,1,2,31,2,10,0.4,16,1.58267028,10,9
10,4010,1,2,32,3,0,0.15,0,1.124382049,0,8
10,4010,1,2,33,1,0,0.05,0,1.011018683,0,6
10,4010,1,2,34,2,10,0.5,20,0.965490706,10,10
10,4010,1,2,35,4,0,0.35,0,1.090377625,10,11
10,4010,1,2,36,1,0,0.1,0,0.731820006,0,7
10,4010,1,2,37,4,0,0.45,0,0.628238387,10,12
10,4010,1,2,38,2,10,0.5,20,1.261256706,10,11
10,4010,1,2,39,1,0,0.2,0,1.503446583,0,8
10,4010,1,2,40,3,0,0.3,0,1.098413469,10,9
10,4010,1,2,41,1,0,0,0,0.692086893,0,9
10,4010,1,2,42,1,0,0,0,1.128815435,0,10
10,4010,1,2,43,1,0,0,0,1.356791554,0,11
10,4010,1,2,44,2,10,0.5,20,1.246207219,10,12
10,4010,1,2,45,4,0,0.25,0,0.689532197,10,13
10,4010,1,2,46,3,0,0.35,0,0.904714046,10,10
10,4010,1,2,47,3,0,0.2,0,1.019121839,0,11
10,4010,1,2,48,1,0,0.1,0,1.204833178,0,12
10,4010,1,2,49,3,0,0.3,0,1.289056337,10,12
10,4010,1,2,50,1,0,0,0,1.525147279,0,13
10,4010,1,2,51,4,0,0.1,0,0.715634619,0,14
10,4010,1,2,52,1,0,0.15,0,1.082376954,0,14
10,4010,1,2,53,2,10,0.3,12,2.091953418,10,13
10,4010,1,2,54,3,0,0.3,0,1.814044713,10,13
10,4010,1,2,55,1,0,0.05,0,2.955177809,0,15
10,4010,1,2,56,3,0,0.25,0,1.278136661,10,14
10,4010,1,2,57,3,0,0.35,0,1.258356198,10,15
10,4010,1,2,58,2,10,0.35,14,1.421704984,10,14
10,4010,1,2,59,4,0,0.25,0,1.826414636,10,15
10,4010,1,2,60,2,10,0.45,18,1.234645993,10,15
11,4011,1,1,1,1,-1,0.05,-1,-1,0,1
11,4011,1,1,2,2,2.5,0.5,5,0.800311368,10,1
11,4011,1,1,3,2,2.5,0.4,4,2.024873122,10,2
11,4011,1,1,4,1,2.5,0.2,2,2.152326505,0,2
11,4011,1,1,5,1,5,0,0,2.748625308,0,3
11,4011,1,1,6,3,2.5,0.35,3.5,1.350718414,10,1
11,4011,1,1,7,4,2.5,0.2,2,1.610369916,0,1
11,4011,1,1,8,3,7.5,0.3,9,2.905488042,10,2
11,4011,1,1,9,4,0,0.5,0,2.250428994,10,2
11,4011,1,1,10,1,5,0,0,1.858357328,0,4
11,4011,1,1,11,4,7.5,0.3,9,2.334638989,10,3
11,4011,1,1,12,2,5,0.35,7,2.690988482,10,3
11,4011,1,1,13,1,10,0,0,1.340962629,0,5
11,4011,1,1,14,3,5,0.2,4,1.882618069,0,3
11,4011,1,1,15,1,7.5,0.15,4.5,1.389584664,0,6
11,4011,1,1,16,2,5,0.3,6,1.389650398,10,4
11,4011,1,1,17,1,7.5,0.1,3,1.071092711,0,7
11,4011,1,1,18,3,2.5,0.15,1.5,1.09164236,0,4
11,4011,1,1,19,4,5,0.15,3,2.490969562,0,4
11,4011,1,1,20,3,0,0.25,0,2.152927802,10,5
11,4011,1,1,21,4,5,0.4,8,0.893570039,10,5
11,4011,1,1,22,2,5,0.4,8,2.303897232,10,5
11,4011,1,1,23,2,5,0.5,10,0.885904535,10,6
11,4011,1,1,24,4,2.5,0.45,4.5,1.249308897,10,6
11,4011,1,1,25,1,2.5,0.05,0.5,2.269439235,0,8
11,4011,1,1,26,4,5,0.25,5,2.660146883,10,7
11,4011,1,1,27,2,10,0.5,20,1.433673072,10,7
11,4011,1,1,28,1,5,0.05,1,1.310390154,0,9
11,4011,1,1,29,1,2.5,0.1,1,1.02396228,0,10
11,4011,1,1,30,3,2.5,0.35,3.5,2.025889986,10,6
11,4011,1,2,31,1,5,0,0,2.133240621,0,11
11,4011,1,2,32,4,2.5,0.3,3,2.282728801,10,8
11,4011,1,2,33,3,2.5,0.2,2,1.120376952,0,7
11,4011,1,2,34,3,5,0.15,3,1.273560632,0,8
11,4011,1,2,35,4,-1,0.35,-1,-1,10,9
11,4011,1,2,36,3,2.5,0.3,3,1.21355119,10,9
11,4011,1,2,37,2,7.5,0.5,15,1.505208435,10,8
11,4011,1,2,38,1,0,0.05,0,1.86403328,0,12
11,4011,1,2,39,4,5,0.25,5,1.726582478,10,10
11,4011,1,2,40,4,5,0.2,4,2.133487641,0,11
11,4011,1,2,41,4,5,0.1,2,1.428051357,0,12
11,4011,1,2,42,2,7.5,0.45,13.5,1.329951297,10,9
11,4011,1,2,43,1,2.5,0.15,1.5,1.156298284,0,13
11,4011,1,2,44,3,2.5,0.25,2.5,2.082596204,10,10
11,4011,1,2,45,1,5,0.1,2,1.332299177,0,14
11,4011,1,2,46,4,2.5,0.05,0.5,2.163409075,0,13
11,4011,1,2,47,3,0,0.25,0,1.388973847,10,11
11,4011,1,2,48,2,10,0.45,18,0.871009699,10,10
11,4011,1,2,49,2,10,0.5,20,0.721157785,10,11
11,4011,1,2,50,3,2.5,0.25,2.5,1.298019813,10,12
11,4011,1,2,51,3,5,0.25,5,1.571360365,10,13
11,4011,1,2,52,2,10,0.35,14,1.504445853,10,12
11,4011,1,2,53,3,2.5,0.3,3,2.171518293,10,14
11,4011,1,2,54,1,5,0,0,1.510750274,0,15
11,4011,1,2,55,4,2.5,0.25,2.5,1.321916963,10,14
11,4011,1,2,56,2,7.5,0.45,13.5,0.71477885,10,13
11,4011,1,2,57,4,-1,0,-1,-1,0,15
11,4011,1,2,58,2,10,0.45,18,1.081384317,10,14
11,4011,1,2,59,2,10,0.4,16,0.860531634,10,15
11,4011,1,2,60,3,2.5,0.2,2,1.556432596,0,15
12,4012,1,1,1,1,2.5,0.05,0.5,2.607693661,0,1
12,4012,1,1,2,1,0,0.1,0,1.344829692,0,2
12,4012,1,1,3,3,2.5,0.3,3,1.09092634,10,1
12,4012,1,1,4,1,0,0,0,0.790075019,0,3
12,4012,1,1,5,2,2.5,0.4,4,1.117822918,10,1
12,4012,1,1,6,4,2.5,0.25,2.5,1.247920718,10,1
12,4012,1,1,7,2,5,0.45,9,1.318837552,10,2
12,4012,1,1,8,4,0,0,0,1.439254749,0,2
12,4012,1,1,9,3,5,0.15,3,0.647928624,0,2
12,4012,1,1,10,3,2.5,0.15,1.5,0.777395438,0,3
12,4012,1,1,11,2,7.5,0.3,9,0.730022773,10,3
12,4012,1,1,12,3,0,0.2,0,1.207917464,0,4
12,4012,1,1,13,4,2.5,0.3,3,1.415899909,10,3
12,4012,1,1,14,4,5,0.05,1,0.755151071,0,4
12,4012,1,1,15,1,0,0,0,1.045272434,0,4
12,4012,1,1,16,1,0,0.05,0,0.675480062,0,5
12,4012,1,1,17,1,0,0.1,0,0.638998987,0,6
12,4012,1,1,18,2,10,0.4,16,0.974810501,10,4
12,4012,1,1,19,4,0,0.2,0,0.575749243,0,5
12,4012,1,1,20,3,2.5,0.25,2.5,0.939593796,10,5
12,4012,1,1,21,3,0,0.35,0,0.744721485,10,6
12,4012,1,1,22,3,0,0.2,0,1.52204112,0,7
12,4012,1,1,23,4,5,0.3,6,1.053406244,10,6
12,4012,1,1,24,2,10,0.5,20,0.822941072,10,5
12,4012,1,1,25,1,0,0.2,0,0.872600226,0,7
12,4012,1,1,26,4,7.5,0.15,4.5,1.091143754,0,7
12,4012,1,1,27,1,0,0,0,0.871005266,0,8
12,4012,1,1,28,2,10,0.5,20,0.838164775,10,6
12,4012,1,1,29,1,0,0.15,0,0.7766282,0,9
12,4012,1,1,30,4,2.5,0.2,2,0.968302615,0,8
12,4012,1,2,31,3,2.5,0.35,3.5,0.949933344,10,8
12,4012,1,2,32,2,5,0.4,8,1.351764132,10,7
12,4012,1,2,33,1,2.5,0,0,0.889617783,0,10
12,4012,1,2,34,3,2.5,0.3,3,0.975272742,10,9
12,4012,1,2,35,4,2.5,0.5,5,1.045439424,10,9
12,4012,1,2,36,2,10,0.35,14,2.283953447,10,8
12,4012,1,2,37,3,2.5,0.2,2,0.785286042,0,10
12,4012,1,2,38,4,5,0.25,5,1.21303921,10,10
12,4012,1,2,39,2,10,0.45,18,1.008278808,10,9
12,4012,1,2,40,2,10,0.5,20,1.113755764,10,10
12,4012,1,2,41,4,5,0.45,9,0.98643782,10,11
12,4012,1,2,42,3,0,0.25,0,0.958824585,10,11
12,4012,1,2,43,1,0,0.15,0,0.565980481,0,11
12,4012,1,2,44,2,10,0.45,18,0.867414766,10,11
12,4012,1,2,45,3,-1,0.3,-1,-1,10,12
12,4012,1,2,46,1,-1,0.1,-1,-1,0,12
12,4012,1,2,47,1,0,0.05,0,0.534190395,0,13
12,4012,1,2,48,2,10,0.5,20,0.981272955,10,12
12,4012,1,2,49,3,2.5,0.25,2.5,1.011897557,10,13
12,4012,1,2,50,3,2.5,0.25,2.5,1.01851339,10,14
12,4012,1,2,51,4,5,0.1,2,1.247116225,0,12
12,4012,1,2,52,4,2.5,0.35,3.5,1.383627249,10,13
12,4012,1,2,53,2,10,0.5,20,0.929876611,10,13
12,4012,1,2,54,1,0,0.05,0,0.653760833,0,14
12,4012,1,2,55,2,10,0.45,18,1.057075178,10,14
12,4012,1,2,56,1,0,0,0,0.738507265,0,15
12,4012,1,2,57,4,-1,0.4,-1,-1,10,14
12,4012,1,2,58,2,10,0.35,14,0.8675021,10,15
12,4012,1,2,59,3,0,0.25,0,0.769950425,10,15
12,4012,1,2,60,4,2.5,0.25,2.5,1.010572873,10,15
13,4013,1,1,1,1,-1,0.1,-1,-1,0,1
13,4013,1,1,2,1,2.5,0.05,0.5,1.243540808,0,2
13,4013,1,1,3,2,2.5,0.3,3,1.983903447,10,1
13,4013,1,1,4,1,5,0,0,2.826391272,0,3
13,4013,1,1,5,1,2.5,0,0,1.923557806,0,4
13,4013,1,1,6,3,-1,0.3,-1,-1,10,1
13,4013,1,1,7,2,2.5,0.45,4.5,2.214028674,10,2
13,4013,1,1,8,3,-1,0.25,-1,-1,10,2
13,4013,1,1,9,4,2.5,0,0,2.47432458,0,1
13,4013,1,1,10,2,-1,0.35,-1,-1,10,3
13,4013,1,1,11,3,0,0.25,0,1.787476326,10,3
13,4013,1,1,12,3,2.5,0.35,3.5,1.630900739,10,4
13,4013,1,1,13,3,2.5,0.3,3,1.124340541,10,5
13,4013,1,1,14,1,7.5,0,0,1.01597856,0,5
13,4013,1,1,15,4,0,0.1,0,2.730958639,0,2
13,4013,1,1,16,4,2.5,0.25,2.5,0.948255464,10,3
13,4013,1,1,17,4,0,0.2,0,0.068695996,0,4
13,4013,1,1,18,4,2.5,0.25,2.5,0.62819916,10,5
13,4013,1,1,19,1,0,0.05,0,1.776855665,0,6
13,4013,1,1,20,1,5,0.2,4,1.896129312,0,7
13,4013,1,1,21,1,7.5,0.15,4.5,1.997216517,0,8
13,4013,1,1,22,4,7.5,0.05,1.5,1.470481236,0,6
13,4013,1,1,23,2,2.5,0.4,4,1.044568255,10,4
13,4013,1,1,24,3,2.5,0.2,2,1.473022559,0,6
13,4013,1,1,25,4,0,0.25,0,1.45458864,10,7
13,4013,1,1,26,3,5,0.35,7,1.778388775,10,7
13,4013,1,1,27,1,5,0.05,1,1.409996421,0,9
13,4013,1,1,28,4,2.5,0.2,2,1.496564395,0,8
13,4013,1,1,29,4,2.5,0.35,3.5,1.192561141,10,9
13,4013,1,1,30,2,2.5,0.35,3.5,1.563675986,10,5
13,4013,1,2,31,1,2.5,0,0,1.835780021,0,10
13,4013,1,2,32,4,0,0.5,0,2.060455299,10,10
13,4013,1,2,33,3,7.5,0.15,4.5,1.816957916,0,8
13,4013,1,2,34,1,0,0.15,0,2.098889442,0,11
13,4013,1,2,35,3,5,0.3,6,2.250934129,10,9
13,4013,1,2,36,2,5,0.45,9,2.056265812,10,6
13,4013,1,2,37,2,5,0.5,10,1.87788681,10,7
13,4013,1,2,38,2,2.5,0.4,4,2.046798687,10,8
13,4013,1,2,39,4,2.5,0.15,1.5,1.178274788,0,11
13,4013,1,2,40,2,5,0.5,10,2.12528261,10,9
13,4013,1,2,41,3,2.5,0.2,2,2.611875596,0,10
13,4013,1,2,42,1,0,0.05,0,2.080199676,0,12
13,4013,1,2,43,2,5,0.5,10,1.596767184,10,10
13,4013,1,2,44,2,7.5,0.4,12,1.552168981,10,11
13,4013,1,2,45,3,7.5,0.25,7.5,1.369013408,10,11
13,4013,1,2,46,2,5,0.5,10,1.586623003,10,12
13,4013,1,2,47,2,5,0.5,10,1.051985907,10,13
13,4013,1,2,48,3,2.5,0.25,2.5,1.364767042,10,12
13,4013,1,2,49,4,-1,0.3,-1,-1,10,12
13,4013,1,2,50,2,2.5,0.45,4.5,1.250718921,10,14
13,4013,1,2,51,3,-1,0.25,-1,-1,10,13
13,4013,1,2,52,4,5,0.45,9,1.362218851,10,13
13,4013,1,2,53,4,10,0.4,16,0.947867477,10,14
13,4013,1,2,54,1,0,0.1,0,2.134760343,0,13
13,4013,1,2,55,4,0,0.3,0,1.738428297,10,15
13,4013,1,2,56,2,2.5,0.45,4.5,2.369449683,10,15
13,4013,1,2,57,3,7.5,0.15,4.5,0.954478288,0,14
13,4013,1,2,58,1,-1,0,-1,-1,0,14
13,4013,1,2,59,3,7.5,0.2,6,1.375148913,0,15
13,4013,1,2,60,1,2.5,0.1,1,2.047134278,0,15
14,4014,1,1,1,4,0,0.1,0,0.878937161,0,1
14,4014,1,1,2,4,5,0,0,0.583622755,0,2
14,4014,1,1,3,4,5,0.05,1,0.492178957,0,3
14,4014,1,1,4,3,0,0.35,0,2.264162538,10,1
14,4014,1,1,5,1,5,0.1,2,0.460426471,0,1
14,4014,1,1,6,3,0,0.25,0,1.418200786,10,2
14,4014,1,1,7,2,0,0.45,0,0.578974547,10,1
14,4014,1,1,8,4,0,0.25,0,1.818522331,10,4
14,4014,1,1,9,2,2.5,0.5,5,1.948460852,10,2
14,4014,1,1,10,2,2.5,0.5,5,0.963589677,10,3
14,4014,1,1,11,4,-1,0.3,-1,-1,10,5
14,4014,1,1,12,4,0,0.35,0,1.874507507,10,6
14,4014,1,1,13,2,0,0.35,0,1.213138149,10,4
14,4014,1,1,14,3,2.5,0.25,2.5,1.53672527,10,3
14,4014,1,1,15,2,5,0.4,8,0.768313119,10,5
14,4014,1,1,16,1,0,0.05,0,0.840339202,0,2
14,4014,1,1,17,2,5,0.4,8,1.303510312,10,6
14,4014,1,1,18,4,2.5,0.2,2,1.701527437,0,7
14,4014,1,1,19,4,0,0.3,0,1.710860021,10,8
14,4014,1,1,20,4,0,0.25,0,0.617266836,10,9
14,4014,1,1,21,3,5,0.2,4,2.276962409,0,4
14,4014,1,1,22,1,0,0,0,1.208955037,0,3
14,4014,1,1,23,1,2.5,0,0,1.254112601,0,4
14,4014,1,1,24,3,0,0.2,0,2.156003557,0,5
14,4014,1,1,25,1,0,0.1,0,0.859091226,0,5
14,4014,1,1,26,1,2.5,0.05,0.5,1.550719647,0,6
14,4014,1,1,27,3,0,0.3,0,1.089841849,10,6
14,4014,1,1,28,3,0,0.35,0,0.610538901,10,7
14,4014,1,1,29,3,2.5,0.3,3,2.439448194,10,8
14,4014,1,1,30,1,0,0,0,0.844596597,0,7
14,4014,1,2,31,1,0,0.05,0,1.086260234,0,8
14,4014,1,2,32,1,2.5,0.1,1,1.489991161,0,9
14,4014,1,2,33,3,2.5,0.2,2,1.975484431,0,9
14,4014,1,2,34,2,0,0.45,0,0.737348303,10,7
14,4014,1,2,35,1,0,0.15,0,0.721121504,0,10
14,4014,1,2,36,3,0,0.15,0,0.953011313,0,10
14,4014,1,2,37,2,5,0.35,7,0.928748024,10,8
14,4014,1,2,38,3,0,0.25,0,0.93076694,10,11
14,4014,1,2,39,3,2.5,0.25,2.5,1.012130082,10,12
14,4014,1,2,40,2,2.5,0.5,5,1.086415352,10,9
14,4014,1,2,41,4,2.5,0.15,1.5,2.149766078,0,10
14,4014,1,2,42,4,0,0.2,0,0.346908236,0,11
14,4014,1,2,43,1,0,0,0,1.66335484,0,11
14,4014,1,2,44,3,2.5,0.25,2.5,1.432249164,10,13
14,4014,1,2,45,2,5,0.45,9,1.530467038,10,10
14,4014,1,2,46,2,0,0.5,0,1.168766432,10,11
14,4014,1,2,47,1,0,0.05,0,1.434808137,0,12
14,4014,1,2,48,4,0,0.25,0,0.51400737,10,12
14,4014,1,2,49,2,2.5,0.3,3,1.554769304,10,12
14,4014,1,2,50,4,0,0.4,0,1.937466146,10,13
14,4014,1,2,51,1,0,0.15,0,2.652866626,0,13
14,4014,1,2,52,4,0,0.5,0,1.103916586,10,14
14,4014,1,2,53,3,0,0.3,0,0.983712242,10,14
14,4014,1,2,54,3,2.5,0.15,1.5,0.979869422,0,15
14,4014,1,2,55,1,0,0,0,1.068220776,0,14
14,4014,1,2,56,2,5,0.5,10,0.991648554,10,13
14,4014,1,2,57,1,2.5,0.2,2,1.511924899,0,15
14,4014,1,2,58,2,5,0.4,8,2.330227312,10,14
14,4014,1,2,59,4,0,0.45,0,1.099780778,10,15
14,4014,1,2,60,2,5,0.45,9,2.164085482,10,15
15,4015,1,1,1,3,-1,0.35,-1,-1,10,1
15,4015,1,1,2,3,5,0.3,6,0.894081887,10,2
15,4015,1,1,3,1,7.5,0.15,4.5,0.920472538,0,1
15,4015,1,1,4,1,5,0,0,1.085128823,0,2
15,4015,1,1,5,2,2.5,0.5,5,0.854282945,10,1
15,4015,1,1,6,1,5,0.15,3,0.702176879,0,3
15,4015,1,1,7,2,10,0.45,18,1.166417243,10,2
15,4015,1,1,8,3,5,0.2,4,1.68738065,0,3
15,4015,1,1,9,3,10,0.2,8,0.850757681,0,4
15,4015,1,1,10,2,5,0.5,10,1.538240667,10,3
15,4015,1,1,11,4,2.5,0.25,2.5,1.318730068,10,1
15,4015,1,1,12,3,5,0.25,5,1.370584248,10,5
15,4015,1,1,13,4,5,0.35,7,1.672217389,10,2
15,4015,1,1,14,2,10,0.5,20,0.709411549,10,4
15,4015,1,1,15,1,2.5,0,0,1.559747756,0,4
15,4015,1,1,16,2,10,0.3,12,1.095050921,10,5
15,4015,1,1,17,1,0,0.05,0,0.811624479,0,5
15,4015,1,1,18,3,5,0.35,7,1.728090382,10,6
15,4015,1,1,19,2,7.5,0.35,10.5,0.889549224,10,6
15,4015,1,1,20,2,7.5,0.5,15,1.071177745,10,7
15,4015,1,1,21,4,7.5,0.15,4.5,1.762373658,0,3
15,4015,1,1,22,1,0,0.05,0,1.236090579,0,6
15,4015,1,1,23,4,2.5,0.3,3,0.603236634,10,4
15,4015,1,1,24,3,2.5,0.25,2.5,1.365628097,10,7
15,4015,1,1,25,3,2.5,0.3,3,1.418461142,10,8
15,4015,1,1,26,1,0,0,0,1.295325242,0,7
15,4015,1,1,27,1,2.5,0.05,0.5,1.26930575,0,8
15,4015,1,1,28,2,7.5,0.35,10.5,1.585266622,10,8
15,4015,1,1,29,3,5,0.15,3,1.027122635,0,9
15,4015,1,1,30,4,2.5,0.45,4.5,1.010238468,10,5
15,4015,1,2,31,4,2.5,0.1,1,1.531888114,0,6
