subject,condition,trial,delta,q_val
13,1,29,1.181231666,-0.180783363
13,1,30,0.939616504,0.0607401
13,1,31,-1.969463392,-0.584168148
13,1,32,0.170577116,-0.170512378
13,1,33,-3.057366139,-0.025890677
13,1,34,0.582315315,-0.582094314
13,1,35,1.019565486,-0.019178539
13,1,36,3.92000721,0.081480516
13,1,37,4.918519484,0.0833472
13,1,38,1.4166528,0.08388485
13,1,39,-0.958280693,-0.067814775
13,1,40,4.91611515,0.085750621
13,1,41,-0.645614216,0.128033141
13,1,42,0.406226894,-0.406072722
13,1,43,4.909836885,0.092026503
13,1,44,4.407973497,0.093699424
13,1,45,-0.233657013,0.227294171
13,1,46,4.906300576,0.09556147
13,1,47,4.90443853,0.097422809
13,1,48,-0.333859811,0.324768291
13,1,49,0,0.197774278
13,1,50,1.902577191,0.098144878
13,1,51,0,0.345434354
13,1,52,3.781559659,0.219875524
13,1,53,5.780124476,0.222069205
13,1,54,0.073769271,-0.073741274
13,1,55,-0.222870497,0.216801389
13,1,56,1.79719346,0.203488613
13,1,57,-3.469617386,0.37513433
13,1,58,0,-0.054219904
13,1,59,-1.87513433,0.324071517
13,1,60,-1.445780096,-0.093590735
14,1,1,-4.65E-09,4.31E-09
14,1,2,-5.000000004,-0.365719639
14,1,3,-3.634280361,-0.631545182
14,1,4,-4.65E-09,4.31E-09
14,1,5,-3.000000005,-0.219431781
14,1,6,-4.31E-09,4.00E-09
14,1,7,-4.65E-09,4.31E-09
14,1,8,0.631545182,-0.600820546
14,1,9,2.495306342,0.126090168
14,1,10,2.373909832,0.241580744
14,1,11,0,-0.564632456
14,1,12,0.564632456,-0.53716312
14,1,13,-0.245777101,0.227799998
14,1,14,-0.023407565,0.021695443
14,1,15,2.774263882,0.360703896
14,1,16,0.17746973,-0.168835838
14,1,17,2.637977146,0.49036029
14,1,18,0.019354723,-0.518413117
14,1,19,0.518413117,-0.493192349
14,1,20,0.493192349,-0.46919857
14,1,21,-1.070900371,-0.007429489
14,1,22,0.235991146,-0.224510191
14,1,23,-2.275489809,-0.390948455
14,1,24,0.206308981,-0.196272061
14,1,25,0.389415163,-0.370470138
14,1,26,-1.629529862,-0.489660354
14,1,27,0.337056037,-0.32065828
14,1,28,0.32065828,-0.305058273
14,1,29,0.805058273,-0.265892235
14,1,30,0.478789006,-0.455495948
14,1,31,0.455495948,-0.433336096
14,1,32,-1.066663904,-0.511356085
14,1,33,-0.147002014,-0.363750291
14,1,34,0.023726475,-0.022572183
14,1,35,0.524141139,-0.498641703
14,1,36,0.35967853,-0.34218019
14,1,37,2.016003622,0.082074838
14,1,38,0.327197221,-0.311279095
14,1,39,0.311279095,-0.296135385
14,1,40,2.413179996,0.204221071
14,1,41,-0.053460377,-0.950449925
14,1,42,0.950449925,-0.904210591
14,1,43,0.455955564,-0.433773352
14,1,44,0.272461849,-0.259206596
14,1,45,3.788015243,0.39627148
14,1,46,-0.39627148,0.367286627
14,1,47,0.438535681,-0.417200945
14,1,48,0.902325047,-0.858426985
14,1,49,0.122748075,0.383223612
14,1,50,0.85751472,-0.815796678
14,1,51,0.403209524,-0.383593404
14,1,52,0.812800019,-0.773257345
14,1,53,0.239705838,-0.228044163
14,1,54,-0.771955837,-0.284508045
14,1,55,0.443835679,-0.422243099
14,1,56,4.664350348,0.562570027
14,1,57,-0.112422425,-0.395800593
14,1,58,2.447342428,0.67172064
14,1,59,0.793300014,-0.754706014
14,1,60,3.322383542,0.839250226
15,1,1,0,0
15,1,2,0.900927918,0.16171236
15,1,3,-3.099072082,-0.13849896
15,1,4,-4.86150104,-0.511175633
15,1,5,2.400927918,0.266005295
15,1,6,-1.488824367,-0.625307072
15,1,7,7.763755169,0.77604804
15,1,8,-1.034774198,-0.044550316
15,1,9,-1.955449684,-0.194452676
15,1,10,4.283724255,1.014117195
15,1,11,-0.099072082,0.091477339
15,1,12,0.194452676,-0.180932649
15,1,13,1.908522661,0.224174292
15,1,14,8.985882805,1.638893256
15,1,15,-1.814920634,-0.824208943
15,1,16,0.397385623,1.630244052
15,1,17,0.824208943,-0.766902829
15,1,18,2.217211528,-0.063051862
15,1,19,1.369755948,1.725481298
15,1,20,5.774518702,2.126975634
15,1,21,-3.187895414,-0.056484716
15,1,22,0.830626427,-0.772874115
15,1,23,0.556484716,-0.017793099
15,1,24,0.12677546,-0.117960937
15,1,25,0.617960937,-0.074994964
15,1,26,0.772874115,-0.719137242
15,1,27,-1.280862758,-0.817326601
15,1,28,0.962351435,2.104559536
15,1,29,-1.899401566,-0.246204215
15,1,30,2.081364158,0.063350226
15,1,31,-1.563350226,-0.056494273
15,1,32,3.964658232,2.310998997
15,1,33,5.689001003,2.706547405
15,1,34,-1.113455632,-0.971900503
15,1,35,0.971900503,-0.904325599
15,1,36,5.315709724,3.053884255
15,1,37,-0.700288479,-0.353394772
15,1,38,-1.907250366,-0.238957094
15,1,39,0.391519253,-0.364297458
15,1,40,0.364297458,-0.338968357
15,1,41,0.956448312,-0.889947777
15,1,42,0.338968357,-0.315400354
15,1,43,4.738957094,0.090536069
15,1,44,-1.184599647,-0.406210301
15,1,45,-1.566856825,-0.053256486
15,1,46,0.944947294,-0.87924641
15,1,47,3.053237975,3.159049458
15,1,48,2.840950542,3.356576839
15,1,49,7.553256486,0.47191104
15,1,50,-0.620753592,-0.926832613
15,1,51,0.926832613,-0.862391217
15,1,52,-0.459502649,0.424277743
15,1,53,-7.924277743,-0.183187614
15,1,54,0.183187614,-0.170450831
15,1,55,1.617524342,-0.505060101
15,1,56,-0.829549169,-0.234043047
15,1,57,2.839998985,3.357462235
15,1,58,0.734043047,-0.183006044
15,1,59,6.642537765,3.819308741
15,1,60,1.046558649,-0.973792867
16,1,1,0,0
16,1,2,1.840064375,0.238396278
16,1,3,0.840064375,0.195756111
16,1,4,-2.659935625,-0.702832054
16,1,5,0.460704624,0.058939898
16,1,6,1.840064375,0.238396278
16,1,7,0.261603722,0.249551105
16,1,8,1.933014194,0.149409855
16,1,9,0.121164715,-0.615998231
16,1,10,2.187270384,0.405995192
16,1,11,0.548726346,-0.525328563
16,1,12,-0.922871869,0.123532286
16,1,13,-0.597119065,-0.096560445
16,1,14,0.876489049,0.160884591
16,1,15,2.839115409,0.281944948
16,1,16,-1.69311433,-0.35605848
16,1,17,0.109015592,-0.104367149
16,1,18,0.648204835,-0.620565272
16,1,19,2.321498525,0.277490561
16,1,20,0.013030685,-0.012475055
16,1,21,0.012475055,-0.011943116
16,1,22,0.011943116,-0.01143386
16,1,23,4.721357659,0.479961823
16,1,24,1.115006841,-0.067462762
16,1,25,0.067462762,-0.064586139
16,1,26,0.064586139,-0.061832175
16,1,27,0.364448214,-0.348908081
16,1,28,-2.449376827,-0.845094715
16,1,29,1.75E-10,-1.68E-10
16,1,30,0.532248284,-0.509553128
16,1,31,-1.490446872,-0.99298941
16,1,32,1.249007536,0.304250354
16,1,33,2.195749646,0.397877487
16,1,34,0.489245455,0.031616053
16,1,35,-1.180707107,-1.202263038
16,1,36,0.675453258,0.353348182
16,1,37,0.535987668,-0.013133064
16,1,38,2.130166933,0.460663742
16,1,39,0.447617458,0.071469025
16,1,40,3.525569295,0.624761571
16,1,41,0.735398411,-0.704040899
16,1,42,0.704040899,-0.674020477
16,1,43,0.674020477,-0.645280131
16,1,44,-0.244903511,0.165467441
16,1,45,3.328568132,0.813362571
16,1,46,0.828244517,-0.792928032
16,1,47,0.53576429,-0.51291921
16,1,48,-0.30979276,0.209309433
16,1,49,-1.209309433,-0.182938064
16,1,50,0.626626706,-0.599907238
16,1,51,0.870884925,-0.833750246
16,1,52,0.833750246,-0.798198996
16,1,53,0.798198996,-0.764163657
16,1,54,-0.913311916,-0.382926833
16,1,55,0.591292863,-0.566080036
16,1,56,0.566080036,-0.541942288
16,1,57,2.194910119,0.898681216
16,1,58,0.279823714,-0.267891984
16,1,59,0.720817273,-0.690081504
16,1,60,4.07054298,1.103025655
17,1,1,-2.665002789,0.495241025
17,1,2,-3.165002789,0.275773757
17,1,3,-0.775773757,-0.064740137
17,1,4,0,0.495241023
17,1,5,0.334997211,1.739702684
17,1,6,3.260297316,2.466705352
17,1,7,-0.633763286,0.355582692
17,1,8,-0.073782124,0.041396602
17,1,9,-0.041396602,0.023226203
17,1,10,3.53329465,3.25458277
17,1,11,-0.505703961,0.283733027
17,1,12,-0.283733027,0.159192802
17,1,13,0,0
17,1,14,-0.17334747,0.097259279
17,1,15,-0.097259279,0.054568822
17,1,16,-3.665002788,0.056306488
17,1,17,6.745417242,4.758720527
17,1,18,-0.445789495,0.25011709
17,1,19,-0.34290319,0.192391137
17,1,20,0,0.192391137
17,1,21,-0.192391137,0.107944023
17,1,22,5.241279476,5.927455702
17,1,23,-0.330633496,0.185507036
17,1,24,-0.563854986,0.316359559
17,1,25,-1.9274557,5.081428826
17,1,26,-0.185507029,0.104081587
17,1,27,-0.104081587,0.058396584
17,1,28,-1.316359553,-0.261436117
17,1,29,2.918571179,5.732231134
17,1,30,-0.182399714,0.10233818
17,1,31,-0.596809684,0.334849302
17,1,32,0.137432985,-0.106787269
17,1,33,0.106787269,-0.082975137
17,1,34,0.257392531,5.800002559
17,1,35,-0.123650511,0.069376031
17,1,36,-1.800002558,5.00991927
17,1,37,0.072039147,-0.055975381
17,1,38,-0.8592224,-0.017919986
17,1,39,-3.012980039,3.690479042
17,1,40,-0.072436788,0.04064178
17,1,41,0.017919994,-0.013924075
17,1,42,6.30875958,5.098009375
17,1,43,-0.309447317,0.173620202
17,1,44,4.901990626,6.191087679
17,1,45,-0.462393983,0.259433294
17,1,46,-0.259433294,0.145559062
17,1,47,-0.191087677,6.107212696
17,1,48,1.892787304,6.529278933
17,1,49,-0.501524063,0.281387831
17,1,50,-0.46231412,0.259388486
17,1,51,-0.22597908,0.126789057
17,1,52,-0.126789057,0.071136961
17,1,53,-0.52927893,6.296960128
17,1,54,-0.259388484,0.14553392
17,1,55,-0.281387827,0.157876992
17,1,56,-0.071136958,0.039912491
17,1,57,-0.145533919,0.081654056
17,1,58,-0.157876991,0.088579327
17,1,59,-0.088579327,0.049698801
17,1,60,-0.03991249,0.022393519
18,1,1,-3.155477941,1.113376389
18,1,2,-0.655477941,1.146732312
18,1,3,0.844522059,1.264088016
18,1,4,-3.113376389,1.071836572
18,1,5,-2.646732309,1.11141863
18,1,6,-1.155477941,1.140061128
18,1,7,0.735911989,1.358730248
18,1,8,-3.071836572,1.030850994
18,1,9,-1.030850994,1.017097
18,1,10,-0.358730244,1.353943933
18,1,11,-1.140061126,1.124850009
18,1,12,-1.017096999,1.003526515
18,1,13,-1.111418626,1.096589669
18,1,14,-1.35394393,1.33587911
18,1,15,-1.096589668,1.081958563
18,1,16,0.375149995,1.173096311
18,1,17,-1.003526513,0.990137092
18,1,18,0.16412089,1.356985938
18,1,19,0.82690369,1.279440569
18,1,20,-1.081958566,1.067522676
18,1,21,-0.990137094,0.976926319
18,1,22,-0.779440567,1.269040983
18,1,23,-2.067522674,1.039937023
18,1,24,-1.356985936,1.338880529
18,1,25,-0.976926315,0.963891804
18,1,26,-1.338880528,1.32101669
18,1,27,-1.03993702,1.026061797
18,1,28,-1.321016689,1.303391197
18,1,29,-1.026061795,1.0123717
18,1,30,-0.0123717,1.012206632
18,1,31,1.196608804,1.457281519
18,1,32,-0.963891803,0.951031203
18,1,33,-1.012206635,0.9987014
18,1,34,-2.451031202,0.918328639
18,1,35,-2.769040975,1.232095408
18,1,36,-0.998701396,0.985376353
18,1,37,-1.232095407,1.215656335
18,1,38,-0.485376352,0.978900282
18,1,39,-1.215656335,1.199436599
18,1,40,-0.978900281,0.965839432
18,1,41,-3.418328632,0.87272003
18,1,42,-1.699436596,1.176762085
18,1,43,1.542718496,1.655683393
18,1,44,-0.872720032,0.86107588
18,1,45,-1.655683392,1.633592653
18,1,46,-2.176762087,1.147718924
18,1,47,-1.147718924,1.132405634
18,1,48,-0.965839427,0.95295284
18,1,49,0.36640735,1.680714604
18,1,50,2.319285396,1.97898717
18,1,51,-0.861075882,0.84958709
18,1,52,-1.978987169,1.952582792
18,1,53,-0.849587088,0.838251583
18,1,54,-3.632405638,1.083940741
18,1,55,-1.083940741,1.069478403
18,1,56,4.047417213,2.473102392
18,1,57,-1.069478415,1.055209039
18,1,58,-0.83825159,0.827067328
18,1,59,-1.055209038,1.04113005
18,1,60,-0.952952849,0.940238201
19,1,1,4.856812839,0.698207957
19,1,2,-0.143187161,0.1280494
19,1,3,-1.643187161,-0.030530756
19,1,4,4.030530756,0.430065207
19,1,5,-0.430065207,0.384598668
19,1,6,5.306403103,1.299995407
19,1,7,7.356812839,0.983899837
19,1,8,-6.12343834,-0.523932199
19,1,9,-5.418245735,0.345428232
19,1,10,6.823751883,1.956044317
19,1,11,6.043955683,2.646727941
19,1,12,-0.417974613,-0.626213706
19,1,13,0.626213706,-0.554652038
19,1,14,1.357753487,2.797406171
19,1,15,-5.340946805,-0.223698647
19,1,16,0.611916445,-0.541988621
19,1,17,0.300894456,0.233490785
19,1,18,1.259858236,2.884114271
19,1,19,0,-0.223698647
19,1,20,0.541988621,-0.480051922
19,1,21,1.766509215,0.43536172
19,1,22,-4.43536172,-0.033545182
19,1,23,1.533545182,0.14170338
19,1,24,7.16344066,3.655174071
19,1,25,-1.655174071,3.480188896
19,1,26,0.54535325,-0.483032052
19,1,27,0.288999975,-0.255973997
19,1,28,0.255973997,-0.22672212
19,1,29,0,-0.483032052
19,1,30,6.519811104,4.225251731
19,1,31,0,0.123956984
19,1,32,1.774748269,4.428064199
19,1,33,-0.016967948,-0.484825905
19,1,34,-0.515174095,-0.539290164
19,1,35,5.577641306,5.059753425
19,1,36,-0.118251479,0.10574992
19,1,37,0.94151444,5.166078772
19,1,38,-0.10574992,0.094570028
19,1,39,2.234829316,0.020559719
19,1,40,-5.164944946,4.618906429
19,1,41,0.597069211,-0.528838081
19,1,42,0.528838081,-0.468404182
19,1,43,0,-0.034817636
19,1,44,1.034817636,0.083437962
19,1,45,-0.039192672,0.035049219
19,1,46,1.381513786,4.776361122
19,1,47,-1.583017747,-0.084339054
19,1,48,3.084339054,0.268129195
19,1,49,1.240611631,4.901161436
19,1,50,-0.268129195,0.239782549
19,1,51,-1.239782549,0.108712609
19,1,52,0,-0.501964634
19,1,53,0,0.001908982
19,1,54,-6.108712609,-0.537101124
19,1,55,0.063587234,-0.056320691
19,1,56,0,-0.56746085
19,1,57,1.537101124,-0.3614462
19,1,58,0.56746085,-0.502613267
19,1,59,-3.943679309,-0.473246878
19,1,60,-0.526753122,-0.528935273
20,1,1,-9.999999999,1.489880461
20,1,2,-1.999999999,1.897976092
20,1,3,-1.999999999,1.897976092
20,1,4,-1.897976092,1.801156623
20,1,5,-1.801156623,1.709276104
20,1,6,2.137744258,3.999999866
20,1,7,-7.999999866,3.591904241
20,1,8,-1.632024811,1.548772036
20,1,9,2.451227964,3.999999846
20,1,10,2.000000001,3.999999874
20,1,11,1.54E-07,4
20,1,12,6.423855261,9.999999596
20,1,13,-4.000000003,3.795952187
20,1,14,-5.795952187,3.500289342
20,1,15,-1.905405846,9.808207371
20,1,16,-11.80820737,9.205847641
20,1,17,-1.367865043,3.298087574
20,1,18,-7.192638973,8.825728405
20,1,19,-2.825728405,8.681582478
20,1,20,-11.02418112,0.461816099
20,1,21,4.443422357,7.99999972
20,1,22,-1.99999972,7.897975827
20,1,23,2.102024173,9.999999868
20,1,24,1.32E-07,10
20,1,25,-16.55581563,7.711271122
20,1,26,-0.282633505,0.268215818
20,1,27,-6.912980238,2.560335608
20,1,28,-0.201461233,0.191184302
20,1,29,-17.63984192,6.739999116
20,1,30,-5.59836344,9.312779982
20,1,31,0.687220018,9.999999957
20,1,32,4.32E-08,10
20,1,33,-12.68593901,6.038804477
20,1,34,0.155714035,-9.80E-09
20,1,35,-1.877499347,9.781724437
20,1,36,-4.193361972,1.979450384
20,1,37,-4.979450384,1.725438891
20,1,38,0.106706372,-6.71E-09
20,1,39,0.274561109,1.999999983
20,1,40,6.59E-09,-4.14E-16
20,1,41,4.14E-16,-2.61E-23
20,1,42,0.306852018,9.999999981
20,1,43,-5.932098115,5.6294902
20,1,44,0.057282783,-3.60E-09
20,1,45,3.60E-09,-2.27E-16
20,1,46,-3.9427172,1.741591492
20,1,47,0.038072502,-2.40E-09
20,1,48,2.40E-09,-1.51E-16
20,1,49,-3.591417698,5.408212464
20,1,50,0.034680209,-2.18E-09
20,1,51,2.18E-09,-1.37E-16
20,1,52,-7.408212464,5.030305072
20,1,53,-3.798427736,9.604662515
20,1,54,-4.993625889,4.738891275
20,1,55,0.44952516,1.999999972
20,1,56,-1.556442007,9.477044859
20,1,57,0.171466088,-1.08E-08
20,1,58,-1.477044859,9.401697915
20,1,59,-7.401697915,9.024122842
20,1,60,-3.024122842,8.869856427
21,1,1,0,0
21,1,2,2.30E-09,0.499999998
21,1,3,-0.499999998,0.119426061
21,1,4,0.380573939,0.133177665
21,1,5,-0.499999998,0.119426061
21,1,6,-0.119426061,0.028525168
21,1,7,-2.499999998,-1.402869695
21,1,8,2.000714412,0.571579117
21,1,9,1.400209292,-1.349614329
21,1,10,-0.137464656,0.032833725
21,1,11,1.926829837,0.642793957
21,1,12,0.357206043,0.655701189
21,1,13,-1.535870868,-1.133153984
21,1,14,-0.0327876,0.007831388
21,1,15,1.349938797,-1.301160302
21,1,16,1.131423536,-1.09054084
21,1,17,1.299655818,-1.25269424
21,1,18,1.342361853,0.706142859
21,1,19,0.793857141,0.734827979
21,1,20,1.085972066,-1.046731707
21,1,21,1.046731707,-1.008909253
21,1,22,0,0.018535607
21,1,23,-0.018535607,0.004427269
21,1,24,-0.004427269,0.001057463
21,1,25,1.247062985,-1.202001789
21,1,26,1.202001789,-1.158568828
21,1,27,1.158568828,-1.116705268
21,1,28,1.116705268,-1.076354399
21,1,29,1.002672418,-0.966441997
21,1,30,-0.008672821,0.002071522
21,1,31,0.254783082,0.754423214
21,1,32,1.245576786,0.799430707
21,1,33,1.200569293,0.842811907
21,1,34,-0.005663019,0.001352624
21,1,35,0.962878746,-0.928086223
21,1,36,1.070177503,-1.031507862
21,1,37,1.031507862,-0.994235504
21,1,38,0.994235504,-0.95830994
21,1,39,0.923969495,-0.890582913
21,1,40,4.150573531,0.9994027
21,1,41,0.951562186,-0.917178574
21,1,42,1.499331983,1.054844665
21,1,43,-0.01675649,0.004002323
21,1,44,0.915217888,-0.882147536
21,1,45,0.880620793,-0.848800567
21,1,46,-0.006390298,0.001526336
21,1,47,0.848813158,-0.818142265
21,1,48,0.879860453,-0.848067701
21,1,49,0.816972291,-0.787451931
21,1,50,0.846981351,-0.816376648
21,1,51,-0.006037602,0.001442094
21,1,52,1.438313597,1.113658221
21,1,53,0.886341779,1.145685168
21,1,54,-0.00453325,0.001082776
21,1,55,1.854323764,1.212680106
21,1,56,0.780789606,-0.752576666
21,1,57,-0.004586756,0.001095556
21,1,58,1.786290695,1.278254878
21,1,59,-0.003470835,0.000829016
21,1,60,-0.000829016,0.000198012
22,1,1,-0.583125502,0.503125406
22,1,2,1.416874498,1.177047178
22,1,3,-3.003125406,0.091120924
22,1,4,-1.583125502,0.365933505
22,1,5,-0.591120924,0.010023921
22,1,6,-1.583125502,0.365933505
22,1,7,-1.308144067,0.128677296
22,1,8,0.761953883,0.557439915
22,1,9,-2.057439915,0.275175823
22,1,10,0.724824177,0.57900569
22,1,11,1.459906739,1.152053077
22,1,12,-1.767123222,-0.475311771
22,1,13,1.159094336,0.326771739
22,1,14,0.441433218,-0.256394418
22,1,15,0.256394418,-0.148919689
22,1,16,2.966430258,2.277030072
22,1,17,-0.589897409,0.508968262
22,1,18,2.280639753,3.175352741
22,1,19,-5.442862171,-0.303854434
22,1,20,1.356754879,3.211966015
22,1,21,0.545677442,-0.316941826
22,1,22,0.24824925,-0.144188791
22,1,23,-1.235171277,3.065715782
22,1,24,0.264942179,-0.153884423
22,1,25,0,-0.006628153
22,1,26,0.422695415,-0.245511077
22,1,27,4.414185624,4.936140942
22,1,28,1.063859058,5.382086546
22,1,29,-0.018585177,0.016035441
22,1,30,-0.164024514,0.141521679
22,1,31,-2.74E-10,2.37E-10
22,1,32,-2.37E-10,2.04E-10
22,1,33,-2.396751409,-0.432063472
22,1,34,0.092790646,-0.05389491
22,1,35,0.429351343,-0.249376992
22,1,36,4.854816741,7.180212402
22,1,37,0,-0.077152052
22,1,38,0.107478131,-0.062425734
22,1,39,0.074010631,-0.042987052
22,1,40,0.042987052,-0.024967854
22,1,41,0.392885682,0.271803091
22,1,42,-0.271803091,0.234513908
22,1,43,0.765486092,0.555388328
22,1,44,-2.555388328,0.204809747
22,1,45,-0.204809747,0.176711508
22,1,46,-2.924215014,6.523036399
22,1,47,0.109166958,-0.063406643
22,1,48,3.473772818,7.982354014
22,1,49,-1.982354014,7.710391099
22,1,50,1.155673396,0.328758698
22,1,51,0.662740416,-0.384934655
22,1,52,0.384934655,-0.223578772
22,1,53,0.59808026,-0.347378571
22,1,54,2.207727428,8.717701871
22,1,55,0.282850078,-0.164285736
22,1,56,1.274030854,9.260014004
22,1,57,-1.903935937,-0.357268652
22,1,58,0.357268652,-0.207509731
22,1,59,-1.08432295,8.935562624
22,1,60,0.408744902,-0.237408304
23,1,1,0,0
23,1,2,-1.999999987,0.724032888
23,1,3,1.275967112,1.819158186
23,1,4,1.34E-08,1.999999998
23,1,5,1.34E-08,1.999999998
23,1,6,-3.999999998,-0.551934215
23,1,7,0.551934215,-0.078225202
23,1,8,0.078225202,-0.011086796
23,1,9,4.14501569,5.412530189
23,1,10,4.587469811,9.349821515
23,1,11,-9.854984302,-4.432333605
23,1,12,0.368368627,-0.052208596
23,1,13,-0.992539681,8.359315688
23,1,14,4.468317061,-0.63329106
23,1,15,1.64068431,9.767467104
23,1,16,0.08819205,-0.01249939
23,1,17,0.633291059,-0.089755843
23,1,18,-5.767467104,6.087917945
23,1,19,0.298849147,-0.042355654
23,1,20,-9.071783909,-4.715865028
23,1,21,4.240969803,9.398930688
23,1,22,0,-4.715865026
23,1,23,0,-0.371243401
23,1,24,4.715865026,-0.668375838
23,1,25,0.550480438,-0.078019159
23,1,26,0.078019159,-0.011057594
23,1,27,0.011057594,-0.001567184
23,1,28,0.371243399,-0.052616035
23,1,29,0.001567184,-0.000222116
23,1,30,0.668375838,-0.094728381
23,1,31,0,-0.000222115
23,1,32,0.094728381,-0.013425779
23,1,33,0.013425779,-0.001902825
23,1,34,-3.947383966,-2.570982085
23,1,35,2.570982085,-0.364383267
23,1,36,-1.25582254,8.454628413
23,1,37,0.188858758,-0.026766803
23,1,38,4.190539468,3.40607814
23,1,39,0.409911758,-0.058096471
23,1,40,0,-0.058096471
23,1,41,-2.454628415,6.888615856
23,1,42,-2.888615856,5.045726447
23,1,43,4.954273553,9.297834709
23,1,44,0,-0.251810031
23,1,45,-5.21236458,-0.113038298
23,1,46,0.440778691,-0.062471217
23,1,47,-7.108866049,4.573526424
23,1,48,0,-0.370762575
23,1,49,0,-0.320195494
23,1,50,3.426473576,7.514368597
23,1,51,-1.514368597,6.548226338
23,1,52,0,-0.722075098
23,1,53,3.451773662,9.510782836
23,1,54,0,-0.722075097
23,1,55,0,-0.375097292
23,1,56,0,-0.425664373
23,1,57,0,-0.425664373
23,1,58,0,-0.425664373
23,1,59,0.425664373,-0.060329077
23,1,60,0.722075097,-0.102339135
24,1,1,-1.60031208,1.452988895
24,1,2,0.89968792,1.944836541
24,1,3,2.055163459,2.731836197
24,1,4,3.268163803,3.983339467
24,1,5,-1.60031208,1.452988895
24,1,6,-3.10031208,1.314900344
24,1,7,-2.452988895,1.227169106
24,1,8,-2.8695873,1.605415864
24,1,9,-0.202461961,1.183823508
24,1,10,-3.162272665,0.871156897
24,1,11,-0.871156897,0.790959034
24,1,12,2.484066517,2.467176308
24,1,13,4.86E-10,4
24,1,14,-1.009540331,0.916603022
24,1,15,0.521326343,4.17830919
24,1,16,0.508276791,2.686361576
24,1,17,0.113528737,1.429945701
24,1,18,-1.017191008,0.923549386
24,1,19,-2.40845774,1.186737446
24,1,20,-0.686737446,1.12351706
24,1,21,-0.858163992,0.779162243
24,1,22,0.87197797,4.461935306
24,1,23,-1.182116762,1.073292235
24,1,24,-6.64310571,2.031547813
24,1,25,-2.031547813,1.844525483
24,1,26,-1.844525483,1.674720248
24,1,27,3.785252282,5.664263683
24,1,28,-2.507797218,1.776931828
24,1,29,-1.131176876,1.027041825
24,1,30,-0.864907258,0.785284731
24,1,31,-1.569120069,5.424668391
24,1,32,-0.752137376,0.682896335
24,1,33,-3.68572883,1.346424193
24,1,34,-1.346424193,1.222473682
24,1,35,0.697523615,5.569584504
24,1,36,-0.914808897,0.830592473
24,1,37,-4.550259345,5.131366863
24,1,38,-0.668402611,1.106870112
24,1,39,-0.606870112,1.051002236
24,1,40,-0.707529246,0.642394787
24,1,41,4.910519441,6.96990379
24,1,42,-0.574487767,1.021600978
24,1,43,3.042232152,8.122753362
24,1,44,-1.1682889,1.060737352
24,1,45,-1.264617254,1.148197811
24,1,46,-1.672314341,1.518362697
24,1,47,-2.03603138,7.848596297
24,1,48,-0.95568448,0.86770509
24,1,49,-3.049671084,0.768921309
24,1,50,0.236016057,7.854363399
24,1,51,-3.289689148,0.486843542
24,1,52,1.513156458,1.066288261
24,1,53,-0.887702865,0.805981797
24,1,54,-0.805981797,0.731783891
24,1,55,2.117761717,8.693209175
24,1,56,-1.125731217,1.522097488
24,1,57,-0.894351954,0.812018776
24,1,58,-0.812018776,0.737265112
24,1,59,-1.98605074,1.303216826
24,1,60,-1.115075884,1.012423074
25,1,1,1.265368246,0.38852834
25,1,2,1.11147166,0.523707719
25,1,3,3.765368246,0.692583279
25,1,4,-10.23463175,-0.478041663
25,1,5,0.307416721,0.729971908
25,1,6,-3.523707719,0.278339553
25,1,7,-2.014139286,-0.626112319
25,1,8,2.265368246,0.510150315
25,1,9,-3.717683514,0.458808131
25,1,10,0.634361799,-0.557209463
25,1,11,1.541191868,0.646250932
25,1,12,-2.646250932,0.461983169
25,1,13,-10.46198317,-0.266521526
25,1,14,0.266521526,-0.234106652
25,1,15,1.763466231,0.451010016
25,1,16,4.734106652,0.341664753
25,1,17,7.027186125,1.327474135
25,1,18,4.672525865,1.895755962
25,1,19,-0.451010018,0.419604604
25,1,20,0.587297206,-0.51586896
25,1,21,-1.419604604,0.320752541
25,1,22,1.679247459,0.524985935
25,1,23,-1.524985935,0.418795799
25,1,24,-0.334129971,0.310863326
25,1,25,0.523144388,-0.459518534
25,1,26,2.11252025,2.144408637
25,1,27,-0.540481466,-0.49715416
25,1,28,-2.309664006,0.148833976
25,1,29,7.351166024,1.042897311
25,1,30,-4.497720734,-0.815471385
25,1,31,-0.12810384,2.119183519
25,1,32,1.880816481,2.347932136
25,1,33,-0.401465314,0.373509871
25,1,34,0.81664649,-0.71732433
25,1,35,0.71732433,-0.630081928
25,1,36,3.652958709,2.791321346
25,1,37,5.208678654,3.424811135
25,1,38,-9.369918073,-1.282542288
25,1,39,1.282542288,-1.126556961
25,1,40,-3.404019437,3.166985587
25,1,41,1.134110425,-0.996177675
25,1,42,3.65483529,0.789672999
25,1,43,-7.003396675,0.515725525
25,1,44,-2.274132574,0.615776722
25,1,45,-0.615776722,0.572898022
25,1,46,2.490687137,0.812235153
25,1,47,-0.572898023,0.533005118
25,1,48,6.856238751,3.977630552
25,1,49,-8.810963903,0.197425487
25,1,50,-2.513453731,0.338433105
25,1,51,2.047498149,4.201522621
25,1,52,1.044530713,-0.917492824
25,1,53,-0.338433105,0.314866817
25,1,54,5.799228357,4.906085254
25,1,55,5.093914746,5.525617229
25,1,56,0.918243801,-0.806565175
25,1,57,0.474382771,5.583312599
25,1,58,2.416687401,5.877234895
